 TITLE = "f:\20200825Ma7jiaozheng\num1\Test0120200827122054.dat"
  VARIABLES = "t(s)","PV(Pa)","PS(atm)","PI(atm)","TH(K)","TB(K)","PH(atm)","PB(atm)"
 ZONE I=           4000, DATAPACKING=POINT
 AUXDATA	ChNumber="8"
 AUXDATA	SaveFreqinHz="100"
 AUXDATA	StartTimeinSec="3807519654.015"
         2.3000       557.3530        60.2230        19.0580       581.9045       348.9543         0.0823        -0.2696
         2.3100       564.7350        60.1892        19.0611       581.6850       348.8815         0.0753        -0.1938
         2.3200       561.8490        60.1179        19.0502       581.6403       349.0766         0.0901        -0.2152
         2.3300       561.3510        60.2541        19.0630       581.5244       348.9778         0.0777        -0.2291
         2.3400       566.0084        60.2153        19.0491       581.6804       348.9419         0.0825        -0.1991
         2.3500       564.3223        60.1740        19.0672       582.3174       348.9767         0.0677        -0.2171
         2.3600       562.9913        60.2720        19.0711       581.7241       348.8970         0.0591        -0.2228
         2.3700       562.6883        60.2276        19.0519       581.8130       349.1338         0.1128        -0.2286
         2.3800       565.4790        60.2323        19.0833       582.0579       349.1550         0.0837        -0.2167
         2.3900       557.5383        60.1617        19.0619       581.4150       348.9847         0.0900        -0.2051
         2.4000       557.8898        60.0687        19.0359       581.8210       349.2898         0.1126        -0.2161
         2.4100       567.9228        60.2159        19.0732       582.0151       349.0124         0.0816        -0.2235
         2.4200       560.9474        60.2348        19.0487       581.4355       348.9983         0.0995        -0.2189
         2.4300       561.1636        60.1717        19.0612       581.7465       349.7209         0.0964        -0.2109
         2.4400       563.5702        60.2065        19.0760       581.9143       349.0219         0.0740        -0.2128
         2.4500       559.2809        60.2049        19.0498       581.7614       349.1306         0.0829        -0.2011
         2.4600       561.1199        60.2626        19.0694       581.9825       349.3622         0.0830        -0.2191
         2.4700       562.3530        60.2508        19.0567       581.7302       348.9963         0.0799        -0.2310
         2.4800       562.3060        60.1560        19.0647       581.8540       349.3465         0.0787        -0.2143
         2.4900       564.9502        60.2472        19.0916       581.8700       349.1353         0.0771        -0.2182
         2.5000       561.4161        60.2066        19.0593       581.2644       349.1002         0.0884        -0.2189
         2.5100       562.0991        60.1446        19.0562       582.0641       349.2587         0.0885        -0.2256
         2.5200       562.8455        60.2677        19.0577       581.9988       348.8882         0.0963        -0.2353
         2.5300       563.9289        60.2179        19.0454       581.6505       349.1027         0.1065        -0.2321
         2.5400       573.0340        60.1605        19.0599       581.8580       349.0826         0.0695        -0.2307
         2.5500       566.3096        60.2335        19.0653       581.3493       348.9495         0.0809        -0.2207
         2.5600       557.2791        60.1896        19.0605       581.7372       349.2881         0.0878        -0.2261
         2.5700       565.3326        60.1801        19.0769       582.0180       349.0446         0.0682        -0.2275
         2.5800       561.7537        60.2126        19.0678       581.3141       349.1565         0.0942        -0.2226
         2.5900       561.6125        60.2037        19.0558       581.7179       349.3454         0.0834        -0.2374
         2.6000       563.3100        60.2137        19.0636       581.9477       348.7640         0.0657        -0.2272
         2.6100       555.7398        60.2113        19.0657       581.6694       349.2178         0.0972        -0.1965
         2.6200       561.8550        60.2426        19.0628       582.1563       349.1859         0.0902        -0.2203
         2.6300       564.2854        60.2423        19.0541       581.8058       348.7698         0.0763        -0.2180
         2.6400       560.1863        60.1483        19.0509       581.4173       349.0932         0.0903        -0.2032
         2.6500       560.4448        60.2384        19.0761       581.8339       348.9789         0.0789        -0.2283
         2.6600       559.3495        60.2266        19.0694       581.6257       348.9206         0.0837        -0.2129
         2.6700       564.9489        60.1545        19.0646       581.8838       348.9506         0.0871        -0.2173
         2.6800       566.7053        60.2175        19.0722       581.7863       348.7382         0.0651        -0.2252
         2.6900       560.9744        60.1755        19.0547       581.6121       349.0766         0.0887        -0.2095
         2.7000       560.9690        60.2131        19.0805       581.8970       349.1607         0.0835        -0.2274
         2.7100       559.5631        60.2276        19.0715       581.6418       348.8588         0.0784        -0.2106
         2.7200       558.9591        60.1388        19.0459       581.9855       349.2217         0.0983        -0.2155
         2.7300       564.4409        60.2016        19.0726       582.2769       349.2787         0.0808        -0.2241
         2.7400       562.5505        60.1754        19.0594       581.6911       349.2445         0.0930        -0.2076
         2.7500       561.5892        60.1935        19.0655       581.8781       349.3995         0.1030        -0.2175
         2.7600       560.9779        60.2265        19.0756       581.9334       348.7547         0.0786        -0.1989
         2.7700       554.2611        60.1886        19.0715       581.5974       349.0048         0.0826        -0.1911
         2.7800       559.6594        60.2319        19.0848       581.9251       349.1229         0.0819        -0.2208
         2.7900       568.0015        60.2273        19.0706       581.5731       348.8768         0.0773        -0.2026
         2.8000       559.8320        60.2081        19.0591       581.3447       349.1741         0.0874        -0.2122
         2.8100       561.5999        60.2288        19.0742       581.7384       348.9999         0.0794        -0.2315
         2.8200       565.4692        60.1748        19.0641       581.4474       349.1049         0.0845        -0.2009
         2.8300       563.8050        60.1623        19.0625       581.5845       349.2784         0.0824        -0.2146
         2.8400       563.3354        60.2262        19.0740       581.5288       349.0373         0.0718        -0.2383
         2.8500       562.5225        60.1929        19.0628       581.4896       349.0967         0.1081        -0.2051
         2.8600       571.0208        60.1671        19.0756       581.6855       349.4437         0.0860        -0.2160
         2.8700       566.4507        60.2159        19.0610       581.4026       349.4025         0.0772        -0.2256
         2.8800       559.1734        60.2147        19.0430       581.5475       349.0618         0.0999        -0.2108
         2.8900       565.0810        60.2284        19.0847       581.4843       348.9515         0.0684        -0.2281
         2.9000       562.2154        60.1866        19.0667       581.3370       348.7312         0.0828        -0.2326
         2.9100       564.5739        60.1681        19.0597       581.8924       349.1986         0.0662        -0.2500
         2.9200       564.4556        60.2290        19.0700       581.6319       349.1610         0.0532        -0.2426
         2.9300       561.1619        60.2041        19.0536       581.5034       349.0537         0.1184        -0.1956
         2.9400       563.5139        60.2033        19.0676       581.8144       349.3260         0.0910        -0.2361
         2.9500       563.1767        60.2499        19.0552       581.5532       348.8943         0.0833        -0.2243
         2.9600       563.8144        60.1428        19.0586       581.5643       349.1454         0.0966        -0.2032
